Acession;Virus;Genotype;Country;Date;Size
FJ850053;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2005;10679
FJ850054;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2005;10679
FJ850060;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10729
FJ850061;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10690
FJ850062;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ850063;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ850064;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ850065;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ850066;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ850067;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2006;10679
FJ850072;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2000;10677
FJ850074;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2001;10678
FJ850076;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2002;10663
FJ850078;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2003;10667
FJ850082;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2004;10679
FJ850085;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2005;10677
FJ850088;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2006;10667
FJ850091;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2007;10678
FJ850105;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;2007;10678
FJ850106;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;2008;10677
FJ850107;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;2008;10667
FJ850108;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;2008;10664
FJ850112;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;2004;10702
FJ850115;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2005;10678
FJ850116;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10660
FJ850117;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ850118;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ850119;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10678
FJ850120;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2001;10679
FJ850121;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2001;10679
FJ859028;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2007;10663
FJ873808;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10741
FJ873811;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2006;10678
FJ882593;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10680
FJ882594;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10648
FJ882602;Dengue Serotype 2;Genotype II - Cosmopolitan;Sri Lanka;1996;10677
FJ898432;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10443
FJ898434;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10680
FJ898435;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2005;10679
FJ898436;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2004;10679
FJ898438;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2002;10665
FJ898439;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2008;10680
FJ898449;Dengue Serotype 2;Genotype I - American;Honduras;1984;10668
FJ898450;Dengue Serotype 2;Genotype III - Southern Asian-American;USA;1990;10678
FJ898451;Dengue Serotype 2;Genotype III - Southern Asian-American;Dominican Republic;2003;10678
FJ898452;Dengue Serotype 2;Genotype V - Asian I;Thailand;2003;10679
FJ898453;Dengue Serotype 2;Genotype III - Southern Asian-American;USA;2005;10678
FJ898454;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2006;10669
FJ898460;Dengue Serotype 2;Genotype III - Southern Asian-American;USA;2001;10678
FJ898461;Dengue Serotype 2;Genotype III - Southern Asian-American;Belize;2002;10679
FJ898465;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;1998;10677
FJ898466;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;2000;10679
FJ898467;Dengue Serotype 2;Genotype III - Southern Asian-American;Venezuela;2005;10678
FJ898477;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10678
FJ898478;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2000;10679
FJ898479;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10680
FJ906956;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2005;10679
FJ906957;Dengue Serotype 2;Genotype V - Asian I;Thailand;1996;10678
FJ906958;Dengue Serotype 2;Genotype V - Asian I;Thailand;1996;10679
FJ906959;Dengue Serotype 2;Genotype IV - Asian II;Papua New Guinea;2008;10678
FJ906960;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10660
FJ906961;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2005;10661
FJ906962;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2005;10678
FJ913016;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;8585
FJ931535;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2005;1485
FJ937968;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2005;2310
FJ937969;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2005;2310
FM210202;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10692
FM210203;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10690
FM210204;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10559
FM210205;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2005;10691
FM210206;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2005;10691
FM210207;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2005;10691
FM210208;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10595
FM210209;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10692
FM210210;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10693
FM210211;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2003;10691
FM210212;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10486
FM210213;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2005;10694
FM210214;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2004;10685
FM210215;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2004;10685
FM210216;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2004;10685
FM210217;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;1999;10685
FM210218;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2002;10385
FM210219;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10685
FM210220;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10616
FM210221;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10685
FM210222;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10685
FM210223;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10687
FM210224;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2001;10689
FM210225;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2001;10684
FM210226;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2002;10685
FM210227;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2002;10685
FM210228;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10685
FM210229;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10392
FM210230;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10687
FM210231;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2004;10685
FM210232;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10685
FM210233;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2004;10685
FM210234;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10685
FM210235;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2005;10652
FM210236;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10659
FM210237;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2003;10684
FM210238;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2001;10659
FM210239;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10672
FM210240;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2004;10602
FM210241;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10611
FM210242;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2004;10690
FM210243;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10604
FM210244;Dengue Serotype 2;Genotype III - Southern Asian-American;Viet Nam;2004;10683
FM210245;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2005;10673
FM210246;Dengue Serotype 2;Genotype V - Asian I;Viet Nam;2005;10614
FM986654;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;1997;1485
FM986655;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;1997;1485
FM986656;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;1999;1485
FM986657;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2002;1485
FM986658;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2002;1485
FM986659;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2002;1485
FM986660;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2002;1485
FM986661;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2002;1485
GQ199605;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;8585
GQ199866;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10670
GQ199868;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10679
GQ199869;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2007;10680
GQ199874;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2004;10667
GQ199890;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2008;10679
GQ199892;Dengue Serotype 2;Genotype III - Southern Asian-American;Jamaica;2007;10750
GQ199893;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2002;10679
GQ199894;Dengue Serotype 2;Genotype III - Southern Asian-American;Mexico;2005;10669
GQ199895;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;1999;10678
GQ199896;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2006;10679
GQ199897;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2002;10668
GQ199898;Dengue Serotype 2;Genotype III - Southern Asian-American;Nicaragua;2001;10721
GQ252676;Dengue Serotype 2;Genotype II - Cosmopolitan;Sri Lanka;2003;10629
GQ252677;Dengue Serotype 2;Genotype II - Cosmopolitan;Sri Lanka;2004;10628
GQ259201;Dengue Serotype 2;Could not assign;India;2009;833
GQ330472;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2009;1588
GQ340958;Dengue Serotype 2;Could not assign;India;2008;350
GQ340959;Dengue Serotype 2;Could not assign;India;2008;350
GQ340960;Dengue Serotype 2;Could not assign;India;2008;350
GQ340961;Dengue Serotype 2;Could not assign;India;2008;350
GQ340962;Dengue Serotype 2;Could not assign;India;2008;350
GQ357711;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357712;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357713;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357714;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357715;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357716;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357717;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357718;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357719;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357720;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357721;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357722;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357723;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357724;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357725;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357726;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357727;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357728;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357729;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357730;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357731;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357732;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357733;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357734;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357735;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357736;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2006;1485
GQ357737;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357738;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357739;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357740;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357741;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357742;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357743;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357744;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357745;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357746;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357747;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357748;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357749;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357750;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357751;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357752;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357753;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357754;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357755;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357756;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357757;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357758;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357759;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357760;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357761;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357762;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357763;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357764;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357765;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357766;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357767;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357768;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357769;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357770;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2003;1485
GQ357771;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2003;1485
GQ357772;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357773;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2004;1485
GQ357774;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2005;1485
GQ357775;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2004;1485
GQ357776;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2001;1485
GQ357777;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357778;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357779;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357780;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357781;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357782;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357783;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2005;1485
GQ357784;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2005;1485
GQ357785;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2003;1485
GQ357786;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2004;1485
GQ357787;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2003;1485
GQ357788;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2000;1485
GQ357789;Dengue Serotype 2;Genotype V - Asian I;Singapore;2008;1485
GQ357790;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357791;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
GQ357792;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2002;1485
GQ357793;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2008;1485
GQ357794;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2003;1485
GQ357795;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2003;1485
GQ357796;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2003;1485
GQ357797;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2004;1485
GQ357798;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2004;1485
GQ357799;Dengue Serotype 2;Genotype II - Cosmopolitan;Singapore;2007;1485
